beverage_id,beverage_name,type,category,skill_level,prep_time_min,total_time_min,equipment,ingredients,instructions
2395,Mediterranean Milk Smoothie 2395,Smoothie,Smoothie,Beginner,13,23,Blender,"milk:98ml,banana:182g,oats:69g,mint:16g,cocoa:8g",Prepare the glassware for the mediterranean milk smoothie 2395|Combine milk with banana and oats|Add mint and cocoa and mix until balanced|Finish using Blender|Serve the mediterranean milk smoothie 2395 immediately
2396,Mediterranean Vodka Cocktail 2396,Cocktail,Cocktail,Pro,10,15,"Blender,Stove","vodka:36g,lemon juice:273ml,ginger beer:18g,mint:14g,pineapple:123g","Prepare the glassware for the mediterranean vodka cocktail 2396|Combine vodka with lemon juice and ginger beer|Add mint and pineapple and mix until balanced|Finish using Blender, Stove|Serve the mediterranean vodka cocktail 2396 immediately"
2397,Middle Eastern Sparkling Water Mocktail 2397,Mocktail,Mocktail,Beginner,9,10,Stove,"sparkling water:57ml,rose syrup:241ml,honey:56g,basil:8g,strawberry:11g",Prepare the glassware for the middle eastern sparkling water mocktail 2397|Combine sparkling water with rose syrup and honey|Add basil and strawberry and mix until balanced|Finish using Stove|Serve the middle eastern sparkling water mocktail 2397 immediately
2398,Italian Drip Coffee Coffee 2398,Coffee,Coffee,Beginner,20,21,Blender,"drip coffee:172ml,almond milk:230ml,water:193ml,cardamom:20g,cocoa:2g",Prepare the glassware for the italian drip coffee coffee 2398|Combine drip coffee with almond milk and water|Add cardamom and cocoa and mix until balanced|Finish using Blender|Serve the italian drip coffee coffee 2398 immediately
2399,Chinese Herbal Tea Tea 2399,Tea,Tea,Beginner,18,31,,"herbal tea:205ml,milk:217ml,honey:67g,rose petals:76g,cardamom:18g",Prepare the glassware for the chinese herbal tea tea 2399|Combine herbal tea with milk and honey|Add rose petals and cardamom and mix until balanced|Finish using a serving glass|Serve the chinese herbal tea tea 2399 immediately
2400,Mediterranean Coconut Water Smoothie 2400,Smoothie,Smoothie,Intermediate,9,11,Blender,"coconut water:50ml,oats:58g,pineapple:155g,chia seeds:15g,honey:77g",Prepare the glassware for the mediterranean coconut water smoothie 2400|Combine coconut water with oats and pineapple|Add chia seeds and honey and mix until balanced|Finish using Blender|Serve the mediterranean coconut water smoothie 2400 immediately
2401,Mediterranean Gin Cocktail 2401,Cocktail,Cocktail,Beginner,15,15,Blender,"gin:78g,tonic water:210ml,lemon juice:73ml,passion fruit:42g,berry syrup:163ml",Prepare the glassware for the mediterranean gin cocktail 2401|Combine gin with tonic water and lemon juice|Add passion fruit and berry syrup and mix until balanced|Finish using Blender|Serve the mediterranean gin cocktail 2401 immediately
2402,Global Pineapple Juice Mocktail 2402,Mocktail,Mocktail,Beginner,18,23,Blender,"pineapple juice:58ml,lime juice:223ml,lemon juice:51ml,basil:14g,mango:131g",Prepare the glassware for the global pineapple juice mocktail 2402|Combine pineapple juice with lime juice and lemon juice|Add basil and mango and mix until balanced|Finish using Blender|Serve the global pineapple juice mocktail 2402 immediately
2403,Latin Espresso Coffee 2403,Coffee,Coffee,Intermediate,10,17,,"espresso:268ml,almond milk:87ml,condensed milk:116ml,cinnamon:7g,cocoa:15g",Prepare the glassware for the latin espresso coffee 2403|Combine espresso with almond milk and condensed milk|Add cinnamon and cocoa and mix until balanced|Finish using a serving glass|Serve the latin espresso coffee 2403 immediately
2404,Moroccan Black Tea Tea 2404,Tea,Tea,Beginner,7,8,Stove,"black tea:106ml,mint:17g,honey:14g,rose petals:23g,ginger:2g",Prepare the glassware for the moroccan black tea tea 2404|Combine black tea with mint and honey|Add rose petals and ginger and mix until balanced|Finish using Stove|Serve the moroccan black tea tea 2404 immediately
2405,Asian Yogurt Smoothie 2405,Smoothie,Smoothie,Intermediate,19,26,Blender,"yogurt:45g,berries:103g,banana:76g,chia seeds:13g,mint:14g",Prepare the glassware for the asian yogurt smoothie 2405|Combine yogurt with berries and banana|Add chia seeds and mint and mix until balanced|Finish using Blender|Serve the asian yogurt smoothie 2405 immediately
2406,Mediterranean Gin Cocktail 2406,Cocktail,Cocktail,Pro,6,6,,"gin:35g,tonic water:42ml,lemon juice:253ml,cucumber:127g,basil:18g",Prepare the glassware for the mediterranean gin cocktail 2406|Combine gin with tonic water and lemon juice|Add cucumber and basil and mix until balanced|Finish using a serving glass|Serve the mediterranean gin cocktail 2406 immediately
2407,Indian Pineapple Juice Mocktail 2407,Mocktail,Mocktail,Beginner,13,21,,"pineapple juice:298ml,lime juice:80ml,rose syrup:76ml,strawberry:76g,mango:190g",Prepare the glassware for the indian pineapple juice mocktail 2407|Combine pineapple juice with lime juice and rose syrup|Add strawberry and mango and mix until balanced|Finish using a serving glass|Serve the indian pineapple juice mocktail 2407 immediately
2408,Latin Drip Coffee Coffee 2408,Coffee,Coffee,Intermediate,18,27,Espresso Machine,"drip coffee:261ml,milk:296ml,water:143ml,brown sugar:55g,vanilla syrup:222ml",Prepare the glassware for the latin drip coffee coffee 2408|Combine drip coffee with milk and water|Add brown sugar and vanilla syrup and mix until balanced|Finish using Espresso Machine|Serve the latin drip coffee coffee 2408 immediately
2409,Indian Oolong Tea Tea 2409,Tea,Tea,Intermediate,8,18,,"oolong tea:244ml,hot water:94ml,mint:10g,orange peel:57g,ginger:15g",Prepare the glassware for the indian oolong tea tea 2409|Combine oolong tea with hot water and mint|Add orange peel and ginger and mix until balanced|Finish using a serving glass|Serve the indian oolong tea tea 2409 immediately
2410,African Almond Milk Smoothie 2410,Smoothie,Smoothie,Beginner,15,20,Blender,"almond milk:127ml,banana:29g,pineapple:39g,peanut butter:18g,cocoa:10g",Prepare the glassware for the african almond milk smoothie 2410|Combine almond milk with banana and pineapple|Add peanut butter and cocoa and mix until balanced|Finish using Blender|Serve the african almond milk smoothie 2410 immediately
2411,Mediterranean Tequila Cocktail 2411,Cocktail,Cocktail,Beginner,17,19,"Blender,Stove","tequila:74g,orange juice:233ml,soda water:184ml,cucumber:149g,passion fruit:49g","Prepare the glassware for the mediterranean tequila cocktail 2411|Combine tequila with orange juice and soda water|Add cucumber and passion fruit and mix until balanced|Finish using Blender, Stove|Serve the mediterranean tequila cocktail 2411 immediately"
2412,Indian Pineapple Juice Mocktail 2412,Mocktail,Mocktail,Intermediate,5,8,,"pineapple juice:71ml,honey:35g,lemon juice:99ml,pomegranate:62g,mango:192g",Prepare the glassware for the indian pineapple juice mocktail 2412|Combine pineapple juice with honey and lemon juice|Add pomegranate and mango and mix until balanced|Finish using a serving glass|Serve the indian pineapple juice mocktail 2412 immediately
2413,Italian Cold Brew Coffee Coffee 2413,Coffee,Coffee,Beginner,15,27,,"cold brew coffee:66ml,water:203ml,condensed milk:226ml,cinnamon:16g,ice:103g",Prepare the glassware for the italian cold brew coffee coffee 2413|Combine cold brew coffee with water and condensed milk|Add cinnamon and ice and mix until balanced|Finish using a serving glass|Serve the italian cold brew coffee coffee 2413 immediately
2414,Indian Black Tea Tea 2414,Tea,Tea,Intermediate,6,11,Blender,"black tea:94ml,lemon juice:225ml,honey:89g,cinnamon:15g,rose petals:83g",Prepare the glassware for the indian black tea tea 2414|Combine black tea with lemon juice and honey|Add cinnamon and rose petals and mix until balanced|Finish using Blender|Serve the indian black tea tea 2414 immediately
2415,American Yogurt Smoothie 2415,Smoothie,Smoothie,Beginner,6,14,Blender,"yogurt:65g,mango:128g,berries:155g,mint:10g,chia seeds:19g",Prepare the glassware for the american yogurt smoothie 2415|Combine yogurt with mango and berries|Add mint and chia seeds and mix until balanced|Finish using Blender|Serve the american yogurt smoothie 2415 immediately
2416,Tropical Tequila Cocktail 2416,Cocktail,Cocktail,Beginner,14,21,Blender,"tequila:79g,lime juice:30ml,soda water:178ml,mint:5g,berry syrup:294ml",Prepare the glassware for the tropical tequila cocktail 2416|Combine tequila with lime juice and soda water|Add mint and berry syrup and mix until balanced|Finish using Blender|Serve the tropical tequila cocktail 2416 immediately
2417,Global Apple Juice Mocktail 2417,Mocktail,Mocktail,Intermediate,16,24,,"apple juice:227ml,lime juice:29ml,ginger:16g,cucumber:95g,pomegranate:41g",Prepare the glassware for the global apple juice mocktail 2417|Combine apple juice with lime juice and ginger|Add cucumber and pomegranate and mix until balanced|Finish using a serving glass|Serve the global apple juice mocktail 2417 immediately
2418,Vietnamese Instant Coffee Coffee 2418,Coffee,Coffee,Intermediate,20,27,Blender,"instant coffee:285ml,water:37ml,milk:234ml,brown sugar:21g,ice:129g",Prepare the glassware for the vietnamese instant coffee coffee 2418|Combine instant coffee with water and milk|Add brown sugar and ice and mix until balanced|Finish using Blender|Serve the vietnamese instant coffee coffee 2418 immediately
2419,British Oolong Tea Tea 2419,Tea,Tea,Beginner,17,31,Blender,"oolong tea:213ml,hot water:113ml,milk:65ml,cardamom:12g,ice:34g",Prepare the glassware for the british oolong tea tea 2419|Combine oolong tea with hot water and milk|Add cardamom and ice and mix until balanced|Finish using Blender|Serve the british oolong tea tea 2419 immediately
2420,Mediterranean Milk Smoothie 2420,Smoothie,Smoothie,Intermediate,9,11,Blender,"milk:253ml,oats:88g,berries:192g,chia seeds:8g,peanut butter:21g",Prepare the glassware for the mediterranean milk smoothie 2420|Combine milk with oats and berries|Add chia seeds and peanut butter and mix until balanced|Finish using Blender|Serve the mediterranean milk smoothie 2420 immediately
2421,Asian Rum Cocktail 2421,Cocktail,Cocktail,Beginner,10,13,"Blender,Stove","rum:82g,ginger beer:3g,tonic water:297ml,cucumber:34g,basil:9g","Prepare the glassware for the asian rum cocktail 2421|Combine rum with ginger beer and tonic water|Add cucumber and basil and mix until balanced|Finish using Blender, Stove|Serve the asian rum cocktail 2421 immediately"
2422,Middle Eastern Coconut Water Mocktail 2422,Mocktail,Mocktail,Intermediate,6,19,Blender,"coconut water:21ml,honey:32g,lemon juice:87ml,mango:138g,cucumber:179g",Prepare the glassware for the middle eastern coconut water mocktail 2422|Combine coconut water with honey and lemon juice|Add mango and cucumber and mix until balanced|Finish using Blender|Serve the middle eastern coconut water mocktail 2422 immediately
2423,Latin Cold Brew Coffee Coffee 2423,Coffee,Coffee,Beginner,11,26,Espresso Machine,"cold brew coffee:270ml,almond milk:32ml,oat milk:200ml,cinnamon:2g,ice:37g",Prepare the glassware for the latin cold brew coffee coffee 2423|Combine cold brew coffee with almond milk and oat milk|Add cinnamon and ice and mix until balanced|Finish using Espresso Machine|Serve the latin cold brew coffee coffee 2423 immediately
2424,British Green Tea Tea 2424,Tea,Tea,Intermediate,19,31,Stove,"green tea:180ml,milk:45ml,hot water:115ml,cinnamon:5g,rose petals:85g",Prepare the glassware for the british green tea tea 2424|Combine green tea with milk and hot water|Add cinnamon and rose petals and mix until balanced|Finish using Stove|Serve the british green tea tea 2424 immediately
2425,African Coconut Water Smoothie 2425,Smoothie,Smoothie,Beginner,14,28,Blender,"coconut water:54ml,banana:190g,spinach:16g,honey:60g,chia seeds:12g",Prepare the glassware for the african coconut water smoothie 2425|Combine coconut water with banana and spinach|Add honey and chia seeds and mix until balanced|Finish using Blender|Serve the african coconut water smoothie 2425 immediately
2426,Tropical Rum Cocktail 2426,Cocktail,Cocktail,Intermediate,9,11,"Blender,Stove","rum:62g,tonic water:117ml,orange juice:208ml,passion fruit:76g,cucumber:96g","Prepare the glassware for the tropical rum cocktail 2426|Combine rum with tonic water and orange juice|Add passion fruit and cucumber and mix until balanced|Finish using Blender, Stove|Serve the tropical rum cocktail 2426 immediately"
2427,Caribbean Pineapple Juice Mocktail 2427,Mocktail,Mocktail,Intermediate,14,21,,"pineapple juice:218ml,mint:20g,lemon juice:278ml,mango:49g,basil:16g",Prepare the glassware for the caribbean pineapple juice mocktail 2427|Combine pineapple juice with mint and lemon juice|Add mango and basil and mix until balanced|Finish using a serving glass|Serve the caribbean pineapple juice mocktail 2427 immediately
2428,Nordic Espresso Coffee 2428,Coffee,Coffee,Beginner,20,21,Blender,"espresso:81ml,water:112ml,milk:291ml,cocoa:19g,cinnamon:4g",Prepare the glassware for the nordic espresso coffee 2428|Combine espresso with water and milk|Add cocoa and cinnamon and mix until balanced|Finish using Blender|Serve the nordic espresso coffee 2428 immediately
2429,Moroccan Oolong Tea Tea 2429,Tea,Tea,Intermediate,16,21,Blender,"oolong tea:260ml,hot water:145ml,mint:13g,orange peel:28g,ice:215g",Prepare the glassware for the moroccan oolong tea tea 2429|Combine oolong tea with hot water and mint|Add orange peel and ice and mix until balanced|Finish using Blender|Serve the moroccan oolong tea tea 2429 immediately
2430,Asian Coconut Water Smoothie 2430,Smoothie,Smoothie,Intermediate,13,15,Blender,"coconut water:273ml,mango:39g,berries:173g,mint:14g,cocoa:2g",Prepare the glassware for the asian coconut water smoothie 2430|Combine coconut water with mango and berries|Add mint and cocoa and mix until balanced|Finish using Blender|Serve the asian coconut water smoothie 2430 immediately
2431,Tropical Whiskey Cocktail 2431,Cocktail,Cocktail,Beginner,7,16,"Blender,Stove","whiskey:63g,lemon juice:175ml,orange juice:178ml,passion fruit:24g,pineapple:124g","Prepare the glassware for the tropical whiskey cocktail 2431|Combine whiskey with lemon juice and orange juice|Add passion fruit and pineapple and mix until balanced|Finish using Blender, Stove|Serve the tropical whiskey cocktail 2431 immediately"
2432,Global Apple Juice Mocktail 2432,Mocktail,Mocktail,Beginner,10,10,,"apple juice:44ml,lime juice:53ml,ginger:15g,pomegranate:69g,watermelon:239ml",Prepare the glassware for the global apple juice mocktail 2432|Combine apple juice with lime juice and ginger|Add pomegranate and watermelon and mix until balanced|Finish using a serving glass|Serve the global apple juice mocktail 2432 immediately
2433,Latin Instant Coffee Coffee 2433,Coffee,Coffee,Beginner,9,19,Espresso Machine,"instant coffee:230ml,condensed milk:142ml,almond milk:205ml,brown sugar:46g,cinnamon:19g",Prepare the glassware for the latin instant coffee coffee 2433|Combine instant coffee with condensed milk and almond milk|Add brown sugar and cinnamon and mix until balanced|Finish using Espresso Machine|Serve the latin instant coffee coffee 2433 immediately
2434,Moroccan Green Tea Tea 2434,Tea,Tea,Intermediate,12,22,,"green tea:200ml,mint:9g,milk:99ml,rose petals:29g,cardamom:12g",Prepare the glassware for the moroccan green tea tea 2434|Combine green tea with mint and milk|Add rose petals and cardamom and mix until balanced|Finish using a serving glass|Serve the moroccan green tea tea 2434 immediately
